ticket_id,text,category,urgency
2874,My subscription hasn't been renewed properly. I'm a longtime customer.,Billing & Payments,Medium
2875,I need assistance with my account.,Account Management,High
2876,do you have any recommendations for me?,General/Irrelevant,Medium
2877,Can you help me with some information?,Product Inquiry,Low
2878,Can you help me understand this transaction from last week?,Billing & Payments,Medium
2879,"Hi there, just wanted to reach out.",General/Irrelevant,Medium
2880,what features are included in this version? i hope you're having a good day.,Product Inquiry,Medium
2881,i have an issue with my account - something isn't working right.,Technical Support,Medium
2882,The feature you mentioned isn't working as described.,Technical Support,Medium
2883,Just checking in to see how things are going.,General/Irrelevant,Medium
2884,I have a question that might not fit your usual categories.,General/Irrelevant,Low
2885,i need assistance with an issue. i hope you're having a good day.,Technical Support,High
2886,The page loads extremely slowly for me.,Technical Support,Medium
2887,The amount I was charged seems incorrect.,Billing & Payments,Medium
2888,Do you have information about what's included in the package?,Product Inquiry,Low
2889,I'm having trouble logging into my account.,Account Management,Medium
2890,I'm unable to reset my password.,Product Inquiry,Medium
2891,"Hi there, just wanted to reach out.",General/Irrelevant,Medium
2892,Can you provide some information about something? I hope you're having a good day.,General/Irrelevant,Low
2893,is this item available in different sizes or colors?,Product Inquiry,Medium
2894,I need assistance with an issue.,Technical Support,High
2895,I'd like to provide feedback about something.,General/Irrelevant,Medium
2896,"can you help me understand this transaction from last week? by the way, the weather is nice today.",Billing & Payments,Medium
2897,The page loads extremely slowly for me.,Technical Support,Medium
2898,Just checking in to see how things are going.,General/Irrelevant,Medium
2899,The application keeps crashing whenever I try to use this feature. I'm a longtime customer.,Product Inquiry,Low
2900,i'm unable to reset my password.,Account Management,Medium
2901,How do I initiate a return?,Returns & Refunds,Medium
2902,what features are included in this version?,Product Inquiry,Medium
2903,The item I received wasn't what I ordered. Looking forward to your response.,Returns & Refunds,Medium
2904,"Hi there, just wanted to reach out.",General/Irrelevant,Medium
2905,Is this item still being manufactured?,Product Inquiry,Medium
2906,I need assistance with my account.,Account Management,High
2907,can i get a refund for this purchase?,Returns & Refunds,Medium
2908,I'm reaching out about something.,General/Irrelevant,Medium
2909,I have a question for you.,General/Irrelevant,Low
2910,Can you provide more details about the product?,Product Inquiry,Medium
2911,the amount i was charged seems incorrect.,Billing & Payments,Medium
2912,can you assist me with something?,Returns & Refunds,Medium
2913,"what features are included in this version? by the way, the weather is nice today.",Product Inquiry,Medium
2914,Can you tell me more about the specifications? I hope you're having a good day.,Product Inquiry,Medium
2915,i'm experiencing performance issues with the platform.,Technical Support,Medium
2916,i forgot my login credentials.,Account Management,Medium
2917,I have a general inquiry for your team.,General/Irrelevant,Low
2918,what options are available for customization?,Product Inquiry,Medium
2919,How do I initiate a return?,Returns & Refunds,Medium
2920,can you help me set up two-factor authentication?,Account Management,Medium
2921,Do you have any recommendations for me?,General/Irrelevant,Medium
2922,I have a question about an item.,Product Inquiry,Low
2923,how do i verify my email address? i appreciate your help with this.,Account Management,Medium
2924,Can you help me understand this transaction from last week?,Billing & Payments,Medium
2925,Something isn't functioning correctly in the application. Thanks for your assistance.,Technical Support,Low
2926,Do you have information about what's included in the package?,Product Inquiry,Low
2927,The application froze while I was using it.,Technical Support,Medium
2928,Do you have any recommendations for me?,General/Irrelevant,Medium
2929,Can you provide more details about the product?,Product Inquiry,Medium
2930,"hi there, just wanted to reach out.",General/Irrelevant,Medium
2931,I'd like to return this purchase for a refund. Thanks for your assistance.,Returns & Refunds,Low
2932,Something isn't functioning correctly in the application.,Technical Support,Medium
2933,can you help me resolve this problem?,Technical Support,Medium
2934,I need assistance regarding something.,Product Inquiry,High
2935,The shipment included an incorrect item.,Returns & Refunds,Medium
2936,I didn't authorize this charge on my account.,Billing & Payments,Medium
2937,I forgot my login credentials.,Account Management,Medium
2938,I'm interested in learning more about your services.,General/Irrelevant,Medium
2939,My credit card declined but I was still charged. Looking forward to your response.,Billing & Payments,Medium
2940,How do I update my profile information?,Account Management,Low
2941,i think my account has been compromised.,Account Management,Medium
2942,Can you provide some information about something? I hope you're having a good day.,Billing & Payments,Low
2943,i have a question for you. this is my first time contacting support.,General/Irrelevant,Low
2944,I'm experiencing performance issues with the platform.,Technical Support,Medium
2945,Can you provide some information about something? Looking forward to your response.,General/Irrelevant,Medium
2946,do you have any recommendations for me?,General/Irrelevant,Medium
2947,I need assistance with my account.,Account Management,High
2948,i need assistance with my account.,Account Management,High
2949,I need to update my payment information.,Billing & Payments,High
2950,The amount I was charged seems incorrect.,Billing & Payments,Medium
2951,do you have any recommendations for me?,General/Irrelevant,Medium
2952,Can you provide some information about something?,Returns & Refunds,Low
2953,The application froze while I was using it. Thanks for your assistance.,Technical Support,Low
2954,"I need to update my payment information. By the way, the weather is nice today.",Billing & Payments,High
2955,I'm looking for more details about something.,Product Inquiry,Medium
2956,Can you help me with my purchase?,Product Inquiry,Medium
2957,There's a bug in the system that prevents me from completing my task.,Technical Support,Medium
2958,how do i verify my email address? i appreciate your help with this.,Account Management,High
2959,I wanted to ask about something in general. This is my first time contacting support.,General/Irrelevant,Low
2960,is this item available in different sizes or colors?,Product Inquiry,Medium
2961,I was charged multiple times for the same order. Thanks for your assistance.,Billing & Payments,Low
2962,The wrong item was sent to me.,Returns & Refunds,Medium
2963,I'm experiencing performance issues with the platform.,Technical Support,Medium
2964,I need to change my account password. Looking forward to your response.,Account Management,High
2965,what can you tell me about your company?,General/Irrelevant,Medium
2966,i need to change my account password. this is my first time contacting support.,Account Management,High
2967,There's a problem I need help with.,Technical Support,High
2968,i'd like to provide feedback about something. this is my first time contacting support.,General/Irrelevant,Medium
2969,just checking in to see how things are going.,General/Irrelevant,Medium
2970,Something is wrong with what I received. Looking forward to your response.,Returns & Refunds,Medium
2971,I'm looking for more details about something.,Product Inquiry,Medium
2972,the amount i was charged seems incorrect.,Billing & Payments,Medium
2973,I think my account has been compromised.,Account Management,Medium
2974,I'm interested in learning more about your services.,General/Irrelevant,Medium
2975,"This product doesn't meet my expectations and I'd like to return it. By the way, the weather is nice today.",Returns & Refunds,Medium
2976,The service seems to be down or experiencing technical difficulties.,Technical Support,Medium
2977,I need to send this back as it's not what I expected.,Returns & Refunds,High
2978,Can you help me resolve this problem?,Technical Support,Medium
2979,i was charged multiple times for the same order.,Billing & Payments,Medium
2980,I have a general inquiry for your team. I hope you're having a good day.,General/Irrelevant,Low
2981,can i exchange this for a different option?,Returns & Refunds,Medium
2982,I'm experiencing performance issues with the platform.,Technical Support,Medium
2983,The shipment included an incorrect item.,Returns & Refunds,Medium
2984,Can you help me set up two-factor authentication?,Account Management,Medium
2985,i forgot my login credentials.,Account Management,Medium
2986,I'm looking for some general information.,General/Irrelevant,Low
2987,Can I change the email associated with my account?,Account Management,Medium
2988,can you help me set up two-factor authentication? i hope you're having a good day.,Account Management,Medium
2989,"I need assistance with something. By the way, the weather is nice today.",General/Irrelevant,High
2990,The application froze while I was using it.,Technical Support,Medium
2991,i have a general inquiry for your team.,Technical Support,Low
2992,i was charged multiple times for the same order. i hope you're having a good day.,Billing & Payments,High
2993,i'm having trouble connecting to the service.,Technical Support,Medium
2994,How do I verify my email address?,Account Management,Medium
2995,The wrong item was sent to me.,Returns & Refunds,Medium
2996,how do i initiate a return?,Returns & Refunds,Medium
2997,I'm interested in learning more about your services.,General/Irrelevant,Medium
2998,The system returned an unexpected error code.,Technical Support,Medium
2999,"can you help me recover my account access? by the way, the weather is nice today.",Account Management,Medium
